N-be75eec_150,ils_TEI_perturb_insert_time_22.072700_moves_4_random,150,ils,TEI,insert,random,4,3450618,3482828,22.0874,0
N-be75eec_150,ils_TEI_perturb_insert_time_22.072700_moves_4_cw,150,ils,TEI,insert,cw,4,3452842,3482828,22.0925,0
N-be75np_150,ils_TEI_perturb_insert_time_22.846850_moves_4_random,150,ils,TEI,insert,random,4,7123583,7174325,22.8527,0
N-be75np_150,ils_TEI_perturb_insert_time_22.846850_moves_4_cw,150,ils,TEI,insert,cw,4,7131255,7174325,22.8754,0
N-be75oi_150,ils_TEI_perturb_insert_time_31.828150_moves_4_random,150,ils,TEI,insert,random,4,2232774,2246534,31.837,0
N-be75oi_150,ils_TEI_perturb_insert_time_31.828150_moves_4_cw,150,ils,TEI,insert,cw,4,2238376,2246534,31.8378,0
N-be75tot_150,ils_TEI_perturb_insert_time_22.396400_moves_4_random,150,ils,TEI,insert,random,4,12170618,12287707,22.4075,0
N-be75tot_150,ils_TEI_perturb_insert_time_22.396400_moves_4_cw,150,ils,TEI,insert,cw,4,12134838,12287707,22.3988,1
N-stabu1_150,ils_TEI_perturb_insert_time_23.729900_moves_4_random,150,ils,TEI,insert,random,4,2860292,2875732,23.7434,0
N-stabu1_150,ils_TEI_perturb_insert_time_23.729900_moves_4_cw,150,ils,TEI,insert,cw,4,2850953,2875732,23.7304,0
N-stabu2_150,ils_TEI_perturb_insert_time_24.571050_moves_4_random,150,ils,TEI,insert,random,4,4302870,4327538,24.606,0
N-stabu2_150,ils_TEI_perturb_insert_time_24.571050_moves_4_cw,150,ils,TEI,insert,cw,4,4305193,4327538,24.5736,0
N-stabu3_150,ils_TEI_perturb_insert_time_23.978350_moves_4_random,150,ils,TEI,insert,random,4,4464167,4510445,24.0068,1
N-stabu3_150,ils_TEI_perturb_insert_time_23.978350_moves_4_cw,150,ils,TEI,insert,cw,4,4486319,4510445,23.9801,0
N-t59b11xx_150,ils_TEI_perturb_insert_time_23.187000_moves_4_random,150,ils,TEI,insert,random,4,3220640,3239550,23.1968,0
N-t59b11xx_150,ils_TEI_perturb_insert_time_23.187000_moves_4_cw,150,ils,TEI,insert,cw,4,3228580,3239550,23.1917,0
N-t59d11xx_150,ils_TEI_perturb_insert_time_24.218950_moves_4_random,150,ils,TEI,insert,random,4,1451522,1462697,24.2336,0
N-t59d11xx_150,ils_TEI_perturb_insert_time_24.218950_moves_4_cw,150,ils,TEI,insert,cw,4,1444772,1462697,24.2254,1
N-t59f11xx_150,ils_TEI_perturb_insert_time_19.571550_moves_4_random,150,ils,TEI,insert,random,4,1530833,1543733,19.577,0
N-t59f11xx_150,ils_TEI_perturb_insert_time_19.571550_moves_4_cw,150,ils,TEI,insert,cw,4,1528181,1543733,19.58,1
N-t59n11xx_150,ils_TEI_perturb_insert_time_24.762300_moves_4_random,150,ils,TEI,insert,random,4,316847,318960,24.7625,0
N-t59n11xx_150,ils_TEI_perturb_insert_time_24.762300_moves_4_cw,150,ils,TEI,insert,cw,4,315477,318960,24.7689,1
N-t65b11xx_150,ils_TEI_perturb_insert_time_26.253050_moves_4_random,150,ils,TEI,insert,random,4,6405037,6453836,26.2595,0
N-t65b11xx_150,ils_TEI_perturb_insert_time_26.253050_moves_4_cw,150,ils,TEI,insert,cw,4,6406097,6453836,26.2662,0
N-t65d11xx_150,ils_TEI_perturb_insert_time_18.859300_moves_4_random,150,ils,TEI,insert,random,4,3533919,3559347,18.8742,0
N-t65d11xx_150,ils_TEI_perturb_insert_time_18.859300_moves_4_cw,150,ils,TEI,insert,cw,4,3514398,3559347,18.8716,1
N-t65f11xx_150,ils_TEI_perturb_insert_time_22.022700_moves_4_random,150,ils,TEI,insert,random,4,3110813,3159326,22.0626,1
N-t65f11xx_150,ils_TEI_perturb_insert_time_22.022700_moves_4_cw,150,ils,TEI,insert,cw,4,3120002,3159326,22.0274,1
N-t65l11xx_150,ils_TEI_perturb_insert_time_21.741200_moves_4_random,150,ils,TEI,insert,random,4,252021,253396,21.766,0
N-t65l11xx_150,ils_TEI_perturb_insert_time_21.741200_moves_4_cw,150,ils,TEI,insert,cw,4,252364,253396,21.7496,0
N-t65n11xx_150,ils_TEI_perturb_insert_time_21.989900_moves_4_random,150,ils,TEI,insert,random,4,543894,550733,22.0052,1
N-t65n11xx_150,ils_TEI_perturb_insert_time_21.989900_moves_4_cw,150,ils,TEI,insert,cw,4,546664,550733,21.9983,0
N-t69r11xx_150,ils_TEI_perturb_insert_time_27.578950_moves_4_random,150,ils,TEI,insert,random,4,11798237,11855957,27.597,0
N-t69r11xx_150,ils_TEI_perturb_insert_time_27.578950_moves_4_cw,150,ils,TEI,insert,cw,4,11760407,11855957,27.6089,0
N-t70b11xx_150,ils_TEI_perturb_insert_time_26.324350_moves_4_random,150,ils,TEI,insert,random,4,9597542,9647229,26.3345,0
N-t70b11xx_150,ils_TEI_perturb_insert_time_26.324350_moves_4_cw,150,ils,TEI,insert,cw,4,9584287,9647229,26.3582,0
N-t70d11xn_150,ils_TEI_perturb_insert_time_21.733400_moves_4_random,150,ils,TEI,insert,random,4,5742129,5825147,21.742,1
N-t70d11xn_150,ils_TEI_perturb_insert_time_21.733400_moves_4_cw,150,ils,TEI,insert,cw,4,5749335,5825147,21.7665,1
N-t70d11xx_150,ils_TEI_perturb_insert_time_23.146600_moves_4_random,150,ils,TEI,insert,random,4,6140999,6174178,23.1627,0
N-t70d11xx_150,ils_TEI_perturb_insert_time_23.146600_moves_4_cw,150,ils,TEI,insert,cw,4,6106702,6174178,23.1563,1
N-t70f11xx_150,ils_TEI_perturb_insert_time_17.651800_moves_4_random,150,ils,TEI,insert,random,4,5071316,5150097,17.667,1
N-t70f11xx_150,ils_TEI_perturb_insert_time_17.651800_moves_4_cw,150,ils,TEI,insert,cw,4,5112980,5150097,17.6589,0
N-t70l11xx_150,ils_TEI_perturb_insert_time_32.181300_moves_4_random,150,ils,TEI,insert,random,4,434292,436862,32.2203,0
N-t70l11xx_150,ils_TEI_perturb_insert_time_32.181300_moves_4_cw,150,ils,TEI,insert,cw,4,433191,436862,32.2033,0
N-t70n11xx_150,ils_TEI_perturb_insert_time_24.375050_moves_4_random,150,ils,TEI,insert,random,4,938828,948913,24.4056,1
N-t70n11xx_150,ils_TEI_perturb_insert_time_24.375050_moves_4_cw,150,ils,TEI,insert,cw,4,935795,948913,24.382,1
N-t74d11xx_150,ils_TEI_perturb_insert_time_20.889100_moves_4_random,150,ils,TEI,insert,random,4,9276956,9396044,20.9036,1
N-t74d11xx_150,ils_TEI_perturb_insert_time_20.889100_moves_4_cw,150,ils,TEI,insert,cw,4,9307512,9396044,20.9059,0
N-t75d11xx_150,ils_TEI_perturb_insert_time_24.323500_moves_4_random,150,ils,TEI,insert,random,4,9524054,9642140,24.3311,1
N-t75d11xx_150,ils_TEI_perturb_insert_time_24.323500_moves_4_cw,150,ils,TEI,insert,cw,4,9543842,9642140,24.3318,1
N-t75e11xx_150,ils_TEI_perturb_insert_time_22.893450_moves_4_random,150,ils,TEI,insert,random,4,41316273,41570193,22.9365,0
N-t75e11xx_150,ils_TEI_perturb_insert_time_22.893450_moves_4_cw,150,ils,TEI,insert,cw,4,41181369,41570193,22.9051,0
N-t75k11xx_150,ils_TEI_perturb_insert_time_27.109500_moves_4_random,150,ils,TEI,insert,random,4,1533562,1541596,27.1127,0
N-t75k11xx_150,ils_TEI_perturb_insert_time_27.109500_moves_4_cw,150,ils,TEI,insert,cw,4,1534415,1541596,27.1231,0
N-t75n11xx_150,ils_TEI_perturb_insert_time_23.607150_moves_4_random,150,ils,TEI,insert,random,4,1720613,1743094,23.6187,1
N-t75n11xx_150,ils_TEI_perturb_insert_time_23.607150_moves_4_cw,150,ils,TEI,insert,cw,4,1725152,1743094,23.6643,1
N-tiw56n54_150,ils_TEI_perturb_insert_time_21.121500_moves_4_random,150,ils,TEI,insert,random,4,833298,837945,21.1392,0
N-tiw56n54_150,ils_TEI_perturb_insert_time_21.121500_moves_4_cw,150,ils,TEI,insert,cw,4,833885,837945,21.1283,0
N-tiw56n58_150,ils_TEI_perturb_insert_time_22.818600_moves_4_random,150,ils,TEI,insert,random,4,1143892,1155392,22.8298,0
N-tiw56n58_150,ils_TEI_perturb_insert_time_22.818600_moves_4_cw,150,ils,TEI,insert,cw,4,1143975,1155392,22.8254,0
N-tiw56n62_150,ils_TEI_perturb_insert_time_22.412250_moves_4_random,150,ils,TEI,insert,random,4,1607181,1626921,22.4249,1
N-tiw56n62_150,ils_TEI_perturb_insert_time_22.412250_moves_4_cw,150,ils,TEI,insert,cw,4,1615028,1626921,22.4186,0
N-tiw56n66_150,ils_TEI_perturb_insert_time_20.651550_moves_4_random,150,ils,TEI,insert,random,4,2083311,2107619,20.6569,1
N-tiw56n66_150,ils_TEI_perturb_insert_time_20.651550_moves_4_cw,150,ils,TEI,insert,cw,4,2082949,2107619,20.6671,1
N-tiw56n67_150,ils_TEI_perturb_insert_time_23.695450_moves_4_random,150,ils,TEI,insert,random,4,2345242,2372926,23.7032,1
N-tiw56n67_150,ils_TEI_perturb_insert_time_23.695450_moves_4_cw,150,ils,TEI,insert,cw,4,2349346,2372926,23.7057,0
N-tiw56n72_150,ils_TEI_perturb_insert_time_23.767750_moves_4_random,150,ils,TEI,insert,random,4,4085310,4135907,23.7714,1
N-tiw56n72_150,ils_TEI_perturb_insert_time_23.767750_moves_4_cw,150,ils,TEI,insert,cw,4,4092992,4135907,23.7742,1
N-tiw56r54_150,ils_TEI_perturb_insert_time_20.455200_moves_4_random,150,ils,TEI,insert,random,4,944832,958192,20.4566,1
N-tiw56r54_150,ils_TEI_perturb_insert_time_20.455200_moves_4_cw,150,ils,TEI,insert,cw,4,952363,958192,20.4585,0
N-tiw56r58_150,ils_TEI_perturb_insert_time_24.272400_moves_4_random,150,ils,TEI,insert,random,4,1204957,1219295,24.299,1
N-tiw56r58_150,ils_TEI_perturb_insert_time_24.272400_moves_4_cw,150,ils,TEI,insert,cw,4,1213293,1219295,24.3021,0
N-tiw56r66_150,ils_TEI_perturb_insert_time_20.044650_moves_4_random,150,ils,TEI,insert,random,4,1930166,1940755,20.0744,0
N-tiw56r66_150,ils_TEI_perturb_insert_time_20.044650_moves_4_cw,150,ils,TEI,insert,cw,4,1919604,1940755,20.0518,1
N-tiw56r67_150,ils_TEI_perturb_insert_time_28.817300_moves_4_random,150,ils,TEI,insert,random,4,2035407,2056347,28.8338,1
N-tiw56r67_150,ils_TEI_perturb_insert_time_28.817300_moves_4_cw,150,ils,TEI,insert,cw,4,2037979,2056347,28.8262,0
N-tiw56r72_150,ils_TEI_perturb_insert_time_22.411350_moves_4_random,150,ils,TEI,insert,random,4,2810615,2823758,22.4259,0
N-tiw56r72_150,ils_TEI_perturb_insert_time_22.411350_moves_4_cw,150,ils,TEI,insert,cw,4,2791171,2823758,22.4114,1
